代號,名稱,TESG評等季度_x,TESG評等公告日_x,採用永續報告書年度_x,採用永續報告書是否驗證_x,交易所產業名_x,SASB主產業_x,SASB子產業_x,TESG等級,TESG分數,TESG升降等,TESG全產業排名,TESG_SASB主產業排名,TESG_SASB子產業排名,TESG_交易所產業排名,事件雷達轉換計分,環境構面分數,社會構面分數,公司治理構面分數,環境構面_SASB主產業排名,環境構面_SASB子產業排名,社會構面_SASB主產業排名,社會構面_SASB子產業排名,公司治理構面_SASB主產業排名,公司治理構面_SASB子產業排名,年度,TESG評等季度_y,TESG評等公告日_y,採用永續報告書年度_y,採用永續報告書是否驗證_y,交易所產業名_y,SASB主產業_y,SASB子產業_y,溫室氣體排放_分數,能源管理_分數,用水及廢水管理_分數,廢棄物及有毒物質管理_分數,環境構面揭露項_分數,人權及社區關係_分數,資料安全_分數,產品品質及安全_分數,員工資訊統計_分數,員工健康及安全_分數,社會構面揭露項_分數,控制股權與席次_分數,公平對待利害關係人_分數,公司治理資訊透明度_分數,公司治理構面揭露項_分數,管理領導_分數,商業模式和創新程度_分數,溫室氣體排放_SASB主產業排名,溫室氣體排放_SASB子產業排名,能源管理_SASB主產業排名,能源管理_SASB子產業排名,用水及廢水管理_SASB主產業排名,用水及廢水管理_SASB子產業排名,廢棄物及有毒物質管理_SASB主產業排名,廢棄物及有毒物質管理_SASB子產業排名,環境構面揭露項_SASB主產業排名,環境構面揭露項_SASB子產業排名,人權及社區關係_SASB主產業排名,人權及社區關係_SASB子產業排名,資料安全_SASB主產業排名,資料安全_SASB子產業排名,產品品質及安全_SASB主產業排名,產品品質及安全_SASB子產業排名,員工資訊統計_SASB主產業排名,員工資訊統計_SASB子產業排名,員工健康及安全_SASB主產業排名,員工健康及安全_SASB子產業排名,社會構面揭露項_SASB主產業排名,社會構面揭露項_SASB子產業排名,控制權與席次_SASB主產業排名,控制權與席次_SASB子產業排名,公平對待利害關係人_SASB主產業排名,公平對待利害關係人_SASB子產業排名,公司治理資訊透明度_SASB主產業排名,公司治理資訊透明度_SASB子產業排名,公司治理構面揭露項_SASB主產業排名,公司治理構面揭露項_SASB子產業排名,管理領導_SASB主產業排名,管理領導_SASB子產業排名,商業模式和創新程度_SASB主產業排名,商業模式和創新程度_SASB子產業排名,簽證事務所,事務所_產業市佔率_家數／上市櫃興櫃家數 %,事務所_產業市佔率_營收／上市櫃興櫃營收 %,事務所_產業市佔率_資產／上市櫃興櫃資產 %,事務所_產業市佔率排名_家數(上市櫃興櫃),事務所_產業市佔率排名_營收(上市櫃興櫃),事務所_產業市佔率排名_資產(上市櫃興櫃),CPA1_產業市佔率_家數／上市櫃興櫃家數 %,CPA1_產業市佔率_營收／上市櫃興櫃營收 %,CPA1_產業市佔率_資產／上市櫃興櫃資產 %,CPA1_產業市佔率排名_家數(上市櫃興櫃),CPA1_產業市佔率排名_營收(上市櫃興櫃),CPA1_產業市佔率排名_資產(上市櫃興櫃),CPA2_產業市佔率_家數／上市櫃興櫃家數 %,CPA2_產業市佔率_營收／上市櫃興櫃營收 %,CPA2_產業市佔率_資產／上市櫃興櫃資產 %,CPA2_產業市佔率排名_家數(上市櫃興櫃),CPA2_產業市佔率排名_營收(上市櫃興櫃),CPA2_產業市佔率排名_資產(上市櫃興櫃),事務所_產業市佔率_家數／公發家數 %,事務所_產業市佔率_營收／公發營收 %,事務所_產業市佔率_資產／公發資產 %,事務所_產業市佔率排名_家數(公發),事務所_產業市佔率排名_營收(公發),事務所_產業市佔率排名_資產(公發),CPA1_產業市佔率_家數／公發家數 %,CPA1_產業市佔率_營收／公發營收 %,CPA1_產業市佔率_資產／公發資產 %,CPA1_產業市佔率排名_家數(公發),CPA1_產業市佔率排名_營收(公發),CPA1_產業市佔率排名_資產(公發),CPA2_產業市佔率_家數／公發家數 %,CPA2_產業市佔率_營收／公發營收 %,CPA2_產業市佔率_資產／公發資產 %,CPA2_產業市佔率排名_家數(公發),CPA2_產業市佔率排名_營收(公發),CPA2_產業市佔率排名_資產(公發),市值_avg,ROA_avg
2855,統一證,2021/12,2022/03/31,2020.0,Y,金融業,金融,投資銀行與經紀商,B+,61.33,-,,,,,100.0,67.37,66.84,54.72,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,投資銀行與經紀商,69.89,74.43,89.2,38.07,65.78,35.23,84.09,47.73,77.84,58.52,65.26,27.27,55.11,73.86,62.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,18.18,34.95,37.77,3,2,2,4.55,12.74,10.31,5,4,4,9.09,17.48,18.88,1,3,3,22.39,37.36,41.38,2,1,1,1.56,14.68,15.94,12,2,2,4.69,16.81,18.05,1,1,1,34564081.5,2.425
2855,統一證,2020/12,2022/03/31,2019.0,Y,金融業,金融,投資銀行與經紀商,B+,59.52,-,,,,,100.0,56.13,64.6,55.78,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,投資銀行與經紀商,61.67,36.67,75.0,41.11,63.67,36.11,90.56,47.78,82.78,7.22,67.43,33.89,52.22,73.33,63.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,18.18,40.31,41.33,3,1,1,4.55,13.66,11.16,5,4,4,9.09,20.16,20.67,1,1,1,22.06,39.28,43.61,2,1,1,1.54,15.3,16.99,13,2,2,4.62,17.55,19.25,2,1,1,21024665.0,2.1533333333333333
2855,統一證,2019/12,2022/03/31,2018.0,Y,金融業,金融,投資銀行與經紀商,B+,57.12,-,,,,,66.67,53.67,70.59,45.72,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,投資銀行與經紀商,57.07,37.5,66.85,41.85,,36.96,91.85,40.22,80.43,80.43,,37.5,6.52,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,18.18,41.36,41.75,3,1,2,4.55,13.36,11.76,4,3,3,4.55,13.36,11.76,4,3,3,18.92,37.58,42.36,2,1,1,1.43,14.92,16.99,14,1,2,0.71,2.27,1.95,29,14,15,18950425.25,2.1775
2855,統一證,2018/12,2022/03/31,2017.0,Y,金融業,金融,投資銀行與經紀商,B+,58.2,↑,,,,,66.67,56.77,72.08,45.91,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,投資銀行與經紀商,69.78,39.01,67.58,43.41,,35.71,92.86,70.33,77.47,65.38,,40.11,3.85,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,18.18,39.56,40.29,2,2,2,9.09,19.78,20.15,2,3,3,4.55,11.49,9.87,5,4,5,20.0,38.33,43.1,2,1,1,2.1,16.97,19.31,7,2,2,0.7,1.94,1.58,29,13,14,19274808.25,1.335
2855,統一證,2017/12,2022/03/31,2016.0,Y,金融業,金融,投資銀行與經紀商,B,54.96,↓,,,,,66.67,33.59,67.37,49.21,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,投資銀行與經紀商,1.65,41.21,9.34,43.96,,35.71,94.51,30.22,70.88,63.19,,39.01,3.3,92.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,16.67,31.2,29.59,2,2,2,4.17,10.67,8.88,6,3,5,4.17,10.67,8.88,6,3,5,16.22,36.04,43.15,2,1,1,0.42,2.21,1.8,49,12,13,0.42,2.21,1.8,49,12,13,19191040.5,2.0375
2855,統一證,2016/12,2022/03/31,2015.0,Y,金融業,金融,投資銀行與經紀商,B+,57.39,-,,,,,66.67,36.04,72.1,49.52,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,投資銀行與經紀商,4.89,45.11,12.5,46.74,,36.96,96.2,63.04,75.54,63.59,,36.41,6.52,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,資誠聯合,15.38,31.76,33.86,3,2,1,3.85,9.25,9.83,5,3,4,3.85,9.25,9.83,5,3,4,17.12,38.69,42.49,2,1,1,0.42,1.72,2.05,49,14,13,0.42,1.72,2.05,49,14,13,16082922.25,0.9125
2867,三商壽,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,B,53.96,↓,,,,,95.24,73.09,56.88,46.31,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,75.29,65.52,70.69,86.21,69.1,35.06,83.91,22.99,12.07,63.79,62.25,0.57,53.45,68.97,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,20.51,36.09,28.85,2,2,2,2.56,1.86,1.29,6,13,25,2.56,1.86,1.29,6,13,25,20.0,34.37,31.41,3,2,2,1.44,2.09,1.22,21,12,24,1.44,1.03,0.66,21,23,35,22575338.0,
2867,三商壽,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B+,61.29,-,,,,,93.09,74.65,71.45,48.53,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,78.41,74.43,64.2,88.07,69.75,71.59,84.09,94.89,6.25,88.07,65.91,1.7,55.11,73.86,63.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,38.17,29.12,2,2,2,2.56,2.59,1.28,6,11,26,2.56,2.59,1.28,6,11,26,20.93,35.53,31.31,2,2,2,1.53,2.78,1.25,19,12,24,1.53,1.29,0.66,19,20,33,23689262.75,0.14
2867,三商壽,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,B+,62.45,-,,,,,99.38,75.67,72.45,49.87,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,67.22,81.67,71.11,91.11,69.35,73.33,77.78,96.11,22.78,86.11,70.52,7.22,52.22,73.33,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.84,27.67,2,2,2,2.5,2.43,1.28,10,12,26,2.5,2.43,1.28,10,12,26,21.77,36.04,31.17,3,2,2,1.54,2.7,1.27,18,13,23,1.54,1.29,0.67,18,21,32,21580449.5,0.08
2867,三商壽,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,B+,60.77,-,,,,,65.06,76.09,67.97,50.21,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,89.67,76.63,64.67,91.85,,75.0,79.89,96.2,7.07,71.2,,7.07,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.83,28.15,2,2,2,2.5,2.59,1.28,10,12,25,1.25,1.68,0.91,17,16,26,22.58,35.74,32.12,3,2,2,1.5,2.8,1.29,20,11,21,0.5,0.86,0.44,39,23,34,26210279.5,0.2025
2867,三商壽,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,B+,60.49,-,,,,,64.35,80.67,65.42,50.73,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,96.15,80.22,77.47,93.41,,35.71,80.77,97.25,10.44,79.67,,7.14,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,25.0,30.84,27.83,2,2,2,2.5,2.72,1.24,11,12,28,2.5,1.88,0.9,11,14,29,23.62,32.62,32.4,2,1,2,1.49,3.27,1.24,18,12,27,0.99,0.93,0.43,28,23,36,31004580.5,0.13
2867,三商壽,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,B+,59.92,-,,,,,63.33,64.91,68.72,50.59,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,95.05,41.21,82.97,43.96,,35.71,85.16,98.35,13.74,92.86,,6.04,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,33.91,27.26,2,1,2,1.28,2.24,0.88,18,11,31,2.56,3.11,1.22,9,10,30,27.87,35.33,33.15,2,1,1,1.4,3.44,1.14,19,12,30,1.4,1.74,1.69,19,17,22,28950002.25,0.34
2867,三商壽,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,B+,60.35,-,,,,,62.5,65.39,70.76,49.53,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,86.41,45.11,87.5,46.74,,36.96,89.13,97.28,14.67,98.91,,4.89,56.52,74.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,34.77,27.3,2,1,2,1.25,2.4,0.87,20,12,29,2.5,3.4,1.21,9,10,28,26.67,35.52,33.35,2,1,1,0.93,1.39,0.52,28,17,37,1.4,1.85,1.68,21,16,22,25261330.5,0.2875
2880,華南金,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,B+,63.55,↓,,,,,85.94,59.93,70.84,57.83,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,商業銀行,6.32,82.76,55.75,86.21,66.46,97.13,83.91,28.16,83.33,50.0,64.64,48.85,53.45,68.97,60.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,2.56,4.86,4.35,6,7,9,2.56,1.89,3.88,6,12,11,34.07,46.71,47.29,1,1,1,2.87,3.69,4.39,3,9,6,1.91,1.76,3.51,15,16,10,307323940.25,0.305
2880,華南金,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,A,69.08,-,,,,,87.8,71.16,77.4,60.95,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,商業銀行,58.52,82.39,59.66,88.07,68.16,97.16,94.32,28.41,85.8,68.75,68.29,52.84,55.11,73.86,61.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,2.56,4.8,4.37,6,7,10,1.28,0.79,2.18,17,22,17,32.56,44.51,47.16,1,1,1,2.55,3.09,4.39,9,9,7,1.02,0.66,2.03,29,29,17,256447163.75,0.345
2880,華南金,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,A,67.37,↓,,,,,99.59,74.47,72.33,60.99,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,商業銀行,60.56,88.33,66.11,91.11,68.28,97.22,77.78,26.11,95.0,68.33,66.45,55.0,52.22,73.33,63.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,1.25,0.68,2.06,18,21,16,6.25,0.9,2.62,1,18,13,32.26,45.05,47.26,1,1,1,1.03,0.63,1.95,25,25,18,4.1,2.94,3.58,3,9,10,231164822.0,0.17333333333333334
2880,華南金,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,A+,68.66,↑,,,,,64.74,75.89,71.87,65.97,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,商業銀行,64.67,90.76,74.46,91.85,,97.28,79.89,24.46,98.37,65.76,,52.72,54.89,94.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,1.25,0.7,1.98,17,22,15,6.25,10.08,9.05,1,4,2,36.29,44.92,46.61,1,1,1,1.0,0.66,1.86,27,27,17,4.5,6.26,7.17,2,5,3,246862401.5,0.3875
2880,華南金,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,A,64.43,-,,,,,57.28,59.86,72.37,62.26,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,商業銀行,57.69,80.22,4.95,93.41,,97.25,80.77,22.53,95.05,73.08,,53.3,56.04,77.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,31.13,39.63,1,1,1,1.25,0.87,2.11,19,21,16,5.0,6.99,6.92,2,3,4,32.28,25.04,32.65,1,3,1,1.49,0.84,2.15,18,25,18,3.47,4.52,5.89,5,9,3,201516128.75,0.35500000000000004
2880,華南金,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,A,64.81,↑,,,,,43.28,77.48,71.84,66.8,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,商業銀行,77.47,83.52,75.27,93.96,,96.7,85.16,19.23,78.57,75.27,,55.49,57.14,92.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,48.72,26.27,39.78,1,3,1,1.28,0.83,2.16,18,23,16,3.85,1.64,4.12,4,12,8,35.25,22.05,32.87,1,3,2,1.4,0.76,2.16,19,25,18,2.8,1.47,3.94,9,18,10,182826471.0,0.295
2880,華南金,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,B+,61.09,-,,,,,25.0,60.7,76.0,67.19,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,商業銀行,83.15,45.11,65.76,46.74,,95.11,89.13,19.02,86.41,96.2,,57.07,56.52,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,47.5,24.12,39.16,1,3,1,2.5,1.46,3.87,9,15,10,3.75,1.75,4.35,3,14,9,36.67,20.96,32.83,1,3,2,3.74,1.92,4.75,5,15,6,2.34,1.12,3.05,12,19,12,165937032.5,0.3725
2881,富邦金,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,A,68.14,↓,,,,,66.46,81.34,69.45,64.42,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,74.14,88.51,91.38,86.21,70.19,78.16,83.91,28.16,47.7,76.44,71.14,63.79,53.45,68.97,71.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,20.51,36.09,28.85,2,2,2,2.56,10.97,7.69,6,3,2,1.28,10.56,6.43,20,4,4,20.0,34.37,31.41,3,2,2,2.87,9.27,5.35,3,3,5,0.96,6.01,3.98,33,5,7,731347027.0,0.5925
2881,富邦金,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,A+,70.52,-,,,,,78.75,87.53,70.68,65.95,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,88.07,98.86,96.02,88.07,71.86,77.84,84.09,32.95,51.7,76.7,72.09,63.07,55.11,73.86,71.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,38.17,29.12,2,2,2,1.28,10.54,6.63,17,3,3,1.28,10.54,6.63,17,3,3,20.93,35.53,31.31,2,2,2,3.06,10.97,8.45,5,2,2,1.02,5.41,4.14,29,5,8,785922851.0,1.085
2881,富邦金,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,A+,74.56,-,,,,,97.12,84.97,75.28,71.19,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,71.67,96.11,97.22,91.11,72.78,82.78,90.56,26.11,60.56,92.22,72.56,67.22,52.22,92.78,72.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.84,27.67,2,2,2,6.25,10.82,7.78,1,3,2,1.25,10.27,6.13,18,4,4,21.77,36.04,31.17,3,2,2,4.1,9.93,5.54,3,3,4,1.03,5.63,3.93,25,5,8,435183967.75,0.625
2881,富邦金,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,A+,68.88,-,,,,,61.22,80.68,73.56,65.7,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,62.5,97.83,95.11,91.85,,84.24,91.85,29.35,54.89,97.28,,69.02,54.89,76.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,35.83,28.15,2,2,2,5.0,10.4,7.71,4,3,3,1.25,9.89,6.19,17,5,6,22.58,35.74,32.12,3,2,2,3.5,9.47,5.48,8,3,5,1.0,5.37,3.98,27,6,9,467675657.25,0.48
2881,富邦金,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,A+,68.64,↑,,,,,54.04,84.9,71.55,69.68,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,78.02,98.9,99.45,93.41,,81.87,80.77,37.91,63.19,97.25,,65.38,56.04,95.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,25.0,30.84,27.83,2,2,2,3.75,6.67,7.34,4,4,2,1.25,6.2,6.06,19,5,6,23.62,32.62,32.4,2,1,2,2.97,7.44,5.28,9,3,4,0.5,3.07,2.87,42,13,11,512063910.0,0.505
2881,富邦金,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,B,55.19,-,,,,,42.45,72.74,44.29,67.48,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,20.33,95.6,95.05,93.96,,84.07,7.14,30.22,58.24,74.18,,58.24,57.14,92.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,23.08,33.91,27.26,2,1,2,3.85,7.35,7.15,4,4,4,1.28,6.9,5.81,18,5,5,27.87,35.33,33.15,2,1,1,2.8,7.43,5.1,9,2,5,0.47,3.26,2.7,43,13,15,501062787.0,0.48250000000000004
2881,富邦金,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,B,54.87,-,,,,,22.92,64.58,56.15,68.55,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,91.85,45.11,77.72,46.74,,83.15,42.39,25.0,67.93,75.54,,62.5,56.52,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安侯建業聯合,22.5,34.77,27.3,2,1,2,3.75,7.74,7.21,3,3,3,1.25,7.24,5.82,20,4,5,26.67,35.52,33.35,2,1,1,2.8,7.66,5.1,8,3,5,0.47,3.29,2.68,42,12,16,450150612.0,0.4975
2882,國泰金,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,A,64.5,↑,,,,,61.78,73.13,70.91,57.87,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,68.39,98.85,62.64,86.21,55.44,35.06,96.55,37.93,50.0,97.13,65.17,20.11,53.45,91.95,65.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,2.56,13.15,8.9,6,1,1,1.28,12.48,7.33,20,2,3,34.07,46.71,47.29,1,1,1,2.87,11.75,8.3,3,1,2,0.96,10.43,5.76,33,2,4,658151293.5,0.3775
2882,國泰金,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B+,63.08,↓,,,,,79.03,75.95,70.09,53.33,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,75.57,94.89,71.59,88.07,56.22,35.23,84.09,47.73,58.52,96.02,70.46,17.05,55.11,73.86,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,2.56,12.5,8.82,6,1,1,1.28,11.89,7.32,17,2,2,32.56,44.51,47.16,1,1,1,3.06,11.94,8.27,5,1,3,1.02,10.89,5.86,29,3,4,731714230.75,0.9225
2882,國泰金,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,A,64.96,-,,,,,89.2,80.51,65.92,60.01,,,,,,,2020,2020/12,2022/03/31,2019.0,Y,金融業,金融,保險,86.11,98.33,78.89,91.11,56.22,36.11,77.78,47.78,62.78,89.44,62.51,25.0,52.22,92.78,70.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,50.0,50.53,54.43,1,1,1,3.75,12.71,11.44,5,1,1,1.25,11.48,7.26,18,2,3,32.26,45.05,47.26,1,1,1,4.1,12.4,10.83,3,1,1,1.03,10.69,5.92,25,2,3,520183795.25,0.4725
2882,國泰金,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,A,63.79,-,,,,,61.54,78.54,65.81,59.31,,,,,,,2019,2019/12,2022/03/31,2018.0,Y,金融業,金融,保險,78.26,97.83,67.93,91.85,,36.96,79.89,40.22,58.15,94.02,,26.09,54.89,94.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,52.5,50.29,53.97,1,1,1,3.75,12.39,11.32,7,1,1,1.25,11.03,7.28,17,2,4,36.29,44.92,46.61,1,1,1,4.0,11.57,9.66,4,1,1,1.5,10.59,6.94,20,2,4,544779873.75,0.42500000000000004
2882,國泰金,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,A,65.52,↑,,,,,59.26,82.83,70.13,60.2,,,,,,,2018,2018/12,2022/03/31,2017.0,Y,金融業,金融,保險,82.97,97.25,85.16,93.41,,76.37,80.77,37.91,62.09,90.66,,27.47,56.04,95.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.0,30.4,17.67,4,3,3,5.0,15.2,8.83,2,1,1,1.25,11.15,7.24,19,2,3,7.09,26.28,15.84,4,2,4,3.47,12.63,7.62,5,1,2,0.99,5.98,4.48,28,4,9,646377154.5,0.4575
2882,國泰金,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,B,53.19,↓,,,,,59.17,67.38,45.06,56.91,,,,,,,2017,2017/12,2022/03/31,2016.0,Y,金融業,金融,保險,66.48,98.9,17.03,93.96,,76.37,7.14,30.22,56.59,90.66,,31.32,57.14,76.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.26,32.51,17.81,4,2,3,5.13,16.25,8.9,2,1,1,1.28,12.87,7.42,18,2,3,8.2,27.5,15.95,4,2,4,3.27,13.22,7.61,5,1,1,1.4,6.51,4.52,19,3,8,629730901.25,0.4225
2882,國泰金,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,B+,60.36,-,,,,,58.34,78.74,55.97,60.67,,,,,,,2016,2016/12,2022/03/31,2015.0,Y,金融業,金融,保險,95.11,97.83,97.28,46.74,,80.98,42.39,19.02,58.15,91.85,,30.98,56.52,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安永聯合,10.0,33.72,17.83,4,2,3,3.75,13.59,7.7,3,1,1,1.25,13.3,7.45,20,2,2,8.33,28.22,15.85,4,2,4,2.8,12.05,6.99,8,1,2,0.93,6.48,4.51,28,4,8,508338884.5,0.355
2883,凱基金,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,B,56.23,↓,,,,,86.73,75.32,70.38,38.34,,,,,,,2022,2022/12,2022/11/01,2021.0,Y,金融業,金融,保險,76.44,82.76,60.34,86.21,71.96,75.29,83.91,14.94,57.47,95.98,69.22,12.07,2.87,68.97,69.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,53.85,55.56,55.85,1,1,1,2.56,4.86,4.35,6,7,9,2.56,8.74,5.09,6,5,5,34.07,46.71,47.29,1,1,1,2.87,3.69,4.39,3,9,6,1.91,5.33,3.72,15,6,8,249317528.75,0.4275
2883,凱基金,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,B+,58.39,↓,,,,,90.58,81.55,74.41,37.72,,,,,,,2021,2021/12,2022/03/31,2020.0,Y,金融業,金融,保險,91.48,86.93,73.86,88.07,70.93,75.57,84.09,39.2,82.39,89.2,66.79,3.98,2.84,73.86,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,勤業眾信聯合,51.28,53.2,55.48,1,1,1,2.56,4.8,4.37,6,7,10,2.56,8.77,5.14,6,5,7,32.56,44.51,47.16,1,1,1,2.55,3.09,4.39,9,9,7,2.04,4.76,3.75,14,6,9,217091755.75,0.9325
